month,department_id,account_id,amount
2025-04-01,RND,RND_SAL,668281.25
2025-04-01,GA,GA_SAL,239355.48
2025-04-01,CS,CS_SAL,206616.67
2025-04-01,SM,SM_COMM,139628.75
2025-04-01,SM,SM_MKT,217800.0
2025-04-01,SM,SM_EVENTS,39500.0
2025-04-01,SM,SM_SW,23200.0
2025-04-01,SM,SM_TE,19800.0
2025-04-01,RND,RND_CONTRACT,123750.0
2025-04-01,RND,RND_CLOUD,66000.0
2025-04-01,RND,RND_SW,29800.0
2025-04-01,RND,RND_RECRUIT,27250.0
2025-04-01,GA,GA_LEGAL,48000.0
2025-04-01,GA,GA_SW,31500.0
2025-04-01,GA,GA_INS,22900.0
2025-04-01,GA,GA_FAC,57250.0
2025-04-01,GA,GA_ADMIN,19200.0
2025-04-01,CS,CS_SW,24248.0
2025-04-01,CS,CS_TRAIN,13050.0
2025-04-01,CS,CS_TE,10900.0
2025-05-01,CORP,REV_SUB,2360112.5
2025-05-01,CORP,REV_SVC,165207.88
2025-05-01,CORP,COGS_HOST,293125.97
2025-05-01,CORP,COGS_SUPPORT,106205.06
2025-05-01,CORP,COGS_PAY,45455.77
2025-05-01,SM,SM_SAL,661199.98
2025-05-01,RND,RND_SAL,683200.0
2025-05-01,GA,GA_SAL,239479.17
2025-05-01,CS,CS_SAL,206702.23
2025-05-01,SM,SM_COMM,141606.75
2025-05-01,SM,SM_MKT,219120.0
2025-05-01,SM,SM_EVENTS,39800.0
2025-05-01,SM,SM_SW,23280.0
2025-05-01,SM,SM_TE,19920.0
2025-05-01,RND,RND_CONTRACT,124500.0
2025-05-01,RND,RND_CLOUD,66400.0
2025-05-01,RND,RND_SW,29920.0
2025-05-01,RND,RND_RECRUIT,27400.0
2025-05-01,GA,GA_LEGAL,48200.0
2025-05-01,GA,GA_SW,31600.0
2025-05-01,GA,GA_INS,22960.0
2025-05-01,GA,GA_FAC,57400.0
2025-05-01,GA,GA_ADMIN,19280.0
2025-05-01,CS,CS_SW,24371.2
2025-05-01,CS,CS_TRAIN,13120.0
2025-05-01,CS,CS_TE,10960.0
2025-06-01,CORP,REV_SUB,2393156.25
2025-06-01,CORP,REV_SVC,167520.94
2025-06-01,CORP,COGS_HOST,297230.01
2025-06-01,CORP,COGS_SUPPORT,107692.03
2025-06-01,CORP,COGS_PAY,46092.19
2025-06-01,SM,SM_SAL,661743.76
2025-06-01,RND,RND_SAL,683900.0
2025-06-01,GA,GA_SAL,239602.86
2025-06-01,CS,CS_SAL,216187.22
2025-06-01,SM,SM_COMM,143589.38
2025-06-01,SM,SM_MKT,220440.0
2025-06-01,SM,SM_EVENTS,40100.0
2025-06-01,SM,SM_SW,23360.0
2025-06-01,SM,SM_TE,20040.0
2025-06-01,RND,RND_CONTRACT,125250.0
2025-06-01,RND,RND_CLOUD,66800.0
2025-06-01,RND,RND_SW,30040.0
2025-06-01,RND,RND_RECRUIT,27550.0
2025-06-01,GA,GA_LEGAL,77440.0
2025-06-01,GA,GA_SW,31700.0
2025-06-01,GA,GA_INS,23020.0
2025-06-01,GA,GA_FAC,57550.0
2025-06-01,GA,GA_ADMIN,19360.0
2025-06-01,CS,CS_SW,24494.4
2025-06-01,CS,CS_TRAIN,13190.0
2025-06-01,CS,CS_TE,11020.0
2025-07-01,CORP,REV_SUB,2426277.08
2025-07-01,CORP,REV_SVC,169839.4
2025-07-01,CORP,COGS_HOST,301343.61
2025-07-01,CORP,COGS_SUPPORT,109182.47
2025-07-01,CORP,COGS_PAY,46730.1
2025-07-01,SM,SM_SAL,686816.67
2025-07-01,RND,RND_SAL,698862.5
2025-07-01,GA,GA_SAL,252343.75
2025-07-01,CS,CS_SAL,216276.67
2025-07-01,SM,SM_COMM,145576.62
2025-07-01,SM,SM_MKT,221760.0
2025-07-01,SM,SM_EVENTS,40400.0
2025-07-01,SM,SM_SW,23440.0
2025-07-01,SM,SM_TE,20160.0
2025-07-01,RND,RND_CONTRACT,126000.0
2025-07-01,RND,RND_CLOUD,67200.0
2025-07-01,RND,RND_SW,30160.0
2025-07-01,RND,RND_RECRUIT,27700.0
2025-07-01,GA,GA_LEGAL,77760.0
2025-07-01,GA,GA_SW,31800.0
2025-07-01,GA,GA_INS,23080.0
2025-07-01,GA,GA_FAC,57700.0
2025-07-01,GA,GA_ADMIN,19440.0
2025-07-01,CS,CS_SW,24617.6
2025-07-01,CS,CS_TRAIN,13260.0
2025-07-01,CS,CS_TE,11080.0
2025-08-01,CORP,REV_SUB,2459475.0
2025-08-01,CORP,REV_SVC,172163.25
2025-08-01,CORP,COGS_HOST,305466.8
2025-08-01,CORP,COGS_SUPPORT,110676.38
2025-08-01,CORP,COGS_PAY,47369.49
2025-08-01,SM,SM_SAL,699655.19
2025-08-01,RND,RND_SAL,713854.17
2025-08-01,GA,GA_SAL,252473.97
2025-08-01,CS,CS_SAL,216366.12
2025-08-01,SM,SM_COMM,147568.5
2025-08-01,SM,SM_MKT,223080.0
2025-08-01,SM,SM_EVENTS,40700.0
2025-08-01,SM,SM_SW,23520.0
2025-08-01,SM,SM_TE,20280.0
2025-08-01,RND,RND_CONTRACT,126750.0
2025-08-01,RND,RND_CLOUD,67600.0
2025-08-01,RND,RND_SW,30280.0
2025-08-01,RND,RND_RECRUIT,27850.0
2025-08-01,GA,GA_LEGAL,48800.0
2025-08-01,GA,GA_SW,31900.0
2025-08-01,GA,GA_INS,23140.0
2025-08-01,GA,GA_FAC,57850.0
2025-08-01,GA,GA_ADMIN,19520.0
2025-08-01,CS,CS_SW,24740.8
2025-08-01,CS,CS_TRAIN,13330.0
2025-08-01,CS,CS_TE,11140.0
2025-09-01,CORP,REV_SUB,2492750.0
2025-09-01,CORP,REV_SVC,174492.5
2025-09-01,CORP,COGS_HOST,309599.55
2025-09-01,CORP,COGS_SUPPORT,112173.75
2025-09-01,CORP,COGS_PAY,48010.36
2025-09-01,SM,SM_SAL,712513.91
2025-09-01,RND,RND_SAL,714583.33
2025-09-01,GA,GA_SAL,252604.17
2025-09-01,CS,CS_SAL,225866.66
2025-09-01,SM,SM_COMM,149565.0
2025-09-01,SM,SM_MKT,224400.0
2025-09-01,SM,SM_EVENTS,41000.0
2025-09-01,SM,SM_SW,23600.0
2025-09-01,SM,SM_TE,20400.0
2025-09-01,RND,RND_CONTRACT,127500.0
2025-09-01,RND,RND_CLOUD,68000.0
2025-09-01,RND,RND_SW,30400.0
2025-09-01,RND,RND_RECRUIT,28000.0
2025-09-01,GA,GA_LEGAL,49000.0
2025-09-01,GA,GA_SW,32000.0
2025-09-01,GA,GA_INS,23200.0
2025-09-01,GA,GA_FAC,58000.0
2025-09-01,GA,GA_ADMIN,19600.0
2025-09-01,CS,CS_SW,24864.0
2025-09-01,CS,CS_TRAIN,13400.0
2025-09-01,CS,CS_TE,11200.0
2025-10-01,CORP,REV_SUB,2526102.08
2025-10-01,CORP,REV_SVC,176827.15
2025-10-01,CORP,COGS_HOST,313741.88
2025-10-01,CORP,COGS_SUPPORT,113674.59
2025-10-01,CORP,COGS_PAY,48652.73
2025-10-01,SM,SM_SAL,713097.92
2025-10-01,RND,RND_SAL,729618.75
2025-10-01,GA,GA_SAL,252734.37
2025-10-01,CS,CS_SAL,225960.0
2025-10-01,SM,SM_COMM,151566.12
2025-10-01,SM,SM_MKT,225720.0
2025-10-01,SM,SM_EVENTS,41300.0
2025-10-01,SM,SM_SW,23680.0
2025-10-01,SM,SM_TE,20520.0
2025-10-01,RND,RND_CONTRACT,128250.0
2025-10-01,RND,RND_CLOUD,68400.0
2025-10-01,RND,RND_SW,30520.0
2025-10-01,RND,RND_RECRUIT,28150.0
2025-10-01,GA,GA_LEGAL,49200.0
2025-10-01,GA,GA_SW,32100.0
2025-10-01,GA,GA_INS,23260.0
2025-10-01,GA,GA_FAC,58150.0
2025-10-01,GA,GA_ADMIN,19680.0
2025-10-01,CS,CS_SW,24987.2
2025-10-01,CS,CS_TRAIN,13470.0
2025-10-01,CS,CS_TE,11260.0
2025-11-01,CORP,REV_SUB,2559531.25
2025-11-01,CORP,REV_SVC,179167.19
2025-11-01,CORP,COGS_HOST,317893.78
2025-11-01,CORP,COGS_SUPPORT,115178.91
2025-11-01,CORP,COGS_PAY,49296.57
2025-11-01,SM,SM_SAL,725986.79
2025-11-01,RND,RND_SAL,730362.5
2025-11-01,GA,GA_SAL,265507.81
2025-11-01,CS,CS_SAL,235472.23
2025-11-01,SM,SM_COMM,153571.88
2025-11-01,SM,SM_MKT,227040.0
2025-11-01,SM,SM_EVENTS,41600.0
2025-11-01,SM,SM_SW,23760.0
2025-11-01,SM,SM_TE,20640.0
2025-11-01,RND,RND_CONTRACT,129000.0
2025-11-01,RND,RND_CLOUD,68800.0
2025-11-01,RND,RND_SW,30640.0
2025-11-01,RND,RND_RECRUIT,28300.0
2025-11-01,GA,GA_LEGAL,49400.0
2025-11-01,GA,GA_SW,32200.0
2025-11-01,GA,GA_INS,23320.0
2025-11-01,GA,GA_FAC,58300.0
2025-11-01,GA,GA_ADMIN,19760.0
2025-11-01,CS,CS_SW,25110.4
2025-11-01,CS,CS_TRAIN,13540.0
2025-11-01,CS,CS_TE,11320.0
2025-12-01,CORP,REV_SUB,2593037.5
2025-12-01,CORP,REV_SVC,181512.63
2025-12-01,CORP,COGS_HOST,322055.26
2025-12-01,CORP,COGS_SUPPORT,116686.69
2025-12-01,CORP,COGS_PAY,49941.9
2025-12-01,SM,SM_SAL,738895.85
2025-12-01,RND,RND_SAL,745441.67
2025-12-01,GA,GA_SAL,265644.54
2025-12-01,CS,CS_SAL,235569.44
2025-12-01,SM,SM_COMM,155582.25
2025-12-01,SM,SM_MKT,228360.0
2025-12-01,SM,SM_EVENTS,41900.0
2025-12-01,SM,SM_SW,23840.0
2025-12-01,SM,SM_TE,20760.0
2025-12-01,RND,RND_CONTRACT,129750.0
2025-12-01,RND,RND_CLOUD,69200.0
2025-12-01,RND,RND_SW,30760.0
2025-12-01,RND,RND_RECRUIT,28450.0
2025-12-01,GA,GA_LEGAL,49600.0
2025-12-01,GA,GA_SW,32300.0
2025-12-01,GA,GA_INS,23380.0
2025-12-01,GA,GA_FAC,58450.0
2025-12-01,GA,GA_ADMIN,19840.0
2025-12-01,CS,CS_SW,25233.6
2025-12-01,CS,CS_TRAIN,13610.0
2025-12-01,CS,CS_TE,11380.0
